PARAMETER,PARAMETER_DESC,PARAMETER_COUNT,ANALYTIC_METHOD
Pt_ppm_ES_SQ,"Platinum, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",108,ES_SQ
Pt_ppm_FA_AES,"Platinum, in parts per million, by PbO(?) fire assay and inductively coupled plasma-atomic emission spectroscopy",6267,FA_AES
Pt_ppm_FA_MS,"Platinum, in parts per million, by NiS fire assay and inductively coupled plasma-mass spectroscopy",221,FA_MS
Pt_ppm_MS_AR_P,"Platinum, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",1,MS_AR_P
Rb_ppm_AA_F_HF,"Rubidium, in parts per million, by flame-atomic absorption spectrophotometry after multi-acid digestion with HF",4,AA_F_HF
Rb_ppm_AES_Fuse,"Rubidium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",41,AES_Fuse
Rb_ppm_AES_HF,"Rubidium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",46,AES_HF
Rb_ppm_EDX,"Rubidium, in parts per million, by energy-dispersive X-ray fluorescence spectroscopy",508,EDX
Rb_ppm_ES_Q,"Rubidium, in parts per million, by quantitative direct-current arc emission spectrography",818,ES_Q
Rb_ppm_ES_SQ,"Rubidium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",12,ES_SQ
Rb_ppm_MS_Fuse,"Rubidium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",471,MS_Fuse
Rb_ppm_MS_HF,"Rubidium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10162,MS_HF
Rb_ppm_MS_HF_UT,"Rubidium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Rb_ppm_MS_ST,"Rubidium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",391,MS_ST
Rb_ppm_NA_LC,"Rubidium, in parts per million, by long count instrumental neutron activation",261,NA_LC
Rb_ppm_NA_SC,"Rubidium, in parts per million, by short count instrumental neutron activation",8,NA_SC
Rb_ppm_WDX_Fuse,"Rubidium, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",2,WDX_Fuse
Re_ppm_ES_SQ,"Rhenium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",118,ES_SQ
Re_ppm_MS_AR_P,"Rhenium, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",9,MS_AR_P
Re_ppm_MS_Fuse,"Rhenium, in parts per million by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",25,MS_Fuse
Re_ppm_MS_HF,"Rhenium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",9743,MS_HF
Re_ppm_MS_HF_UT,"Rhenium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Rh_ppm_FA_MS,"Rhodium, in parts per million, by NiS fire assay and inductively coupled plasma-mass spectroscopy",137,FA_MS
Ru_ppm_FA_MS,"Ruthenium, in parts per million, by NiS fire assay and inductively coupled plasma-mass spectroscopy",137,FA_MS
S_pct_AES_AR_P,"Sulfur, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",4,AES_AR_P
S_pct_AES_HF,"Sulfur, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",16968,AES_HF
S_pct_AES_HF_UT,"Sulfur, in weight percent, by ultratrace inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,AES_HF_UT
S_pct_AES_ST,"Sulfur, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after Na2O2 sinter digestion",215,AES_ST
S_pct_CB_IRC,"Sulfur (also called total sulfur), in weight percent, by combustion and infrared detector",1497,CB_IRC
S_pct_CB_TT,"Sulfur (also called total sulfur), in weight percent, by combustion and iodometric titration",829,CB_TT
S_pct_EPMA,"Sulfur, in weight percent, by electron probe microanalysis",1201,EPMA
S_pct_MS_AR_UT_P,"Sulfur, in weight percent, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",52,MS_AR_UT_P
S_pct_MS_ST,"Sulfur, in weight percent, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",8,MS_ST
S_pct_WDX_Fuse,"Sulfur (also called total sulfur), in weight percent, by wavelength-dispersive X-ray fluorescence spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",7,WDX_Fuse
S_pct_WDX_PP,"Sulfur (also called total sulfur), in weight percent, by wavelength-dispersive X-ray fluorescence spectroscopy on pressed pellet samples",6,WDX_PP
Sb_ppm_AA_F_Acid_P,"Antimony, in parts per million, by flame-atomic absorption spectrophotometry after partial digestion with HClO4-HNO3-HCl",7,AA_F_Acid_P
Sb_ppm_AA_F_AR_P,"Antimony, in parts per million, by flame-atomic absorption spectrophotometry after partial digestion with aqua regia",171,AA_F_AR_P
Sb_ppm_AA_F_Fuse_P,"Antimony, in parts per million, by flame-atomic absorption spectrophotometry after K2S2O7 fusion partial digestion",826,AA_F_Fuse_P
Sb_ppm_AA_F_HCl_P,"Antimony, in parts per million, by flame-atomic absorption spectrophotometry after partial digestion with HCl and selective organic extraction with TOPO/MIBK",16,AA_F_HCl_P
Sb_ppm_AA_F_HF,"Antimony, in parts per million, by flame-atomic absorption spectrophotometry after multi-acid digestion with HF",161,AA_F_HF
Sb_ppm_AA_F_KClO3_P,"Antimony, in parts per million, by flame-atomic absorption spectrophotometry after partial digestion with KClO3",95,AA_F_KClO3_P
Sb_ppm_AA_GF_HF,"Antimony, in parts per million, by graphite furnace-atomic absorption spectrophotometry after multi-acid digestion with HF",123,AA_GF_HF
Sb_ppm_AA_HG_AR,"Antimony, in parts per million, by hydride generation-atomic absorption spectrophotometry after aqua regia digestion",376,AA_HG_AR
Sb_ppm_AA_HG_ST,"Antimony, in parts per million, by hydride generation-atomic absorption spectrophotometry after sinter digestion",31,AA_HG_ST
Sb_ppm_AES_AR_P,"Antimony, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",1333,AES_AR_P
Sb_ppm_AES_AZ_P,"Antimony, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with H2O2-HCl leach and DIBK extract",810,AES_AZ_P
Sb_ppm_AES_HF,"Antimony, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after multi-acid digestion with HF",6720,AES_HF
Sb_ppm_DCP_AR_P,"Antimony, in parts per million, by direct current plasma-atomic emission spectroscopy after partial digestion with aqua regia",82,DCP_AR_P
Sb_ppm_EPMA,"Antimony, in parts per million, by electron probe microanalysis",358,EPMA
Sb_ppm_ES_SQ,"Antimony, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1461,ES_SQ
Sb_ppm_LAMS,"Antimony, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",368,LAMS
Sb_ppm_MS_AR_P,"Antimony, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",417,MS_AR_P
Sb_ppm_MS_AR_UT_P,"Antimony, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",78,MS_AR_UT_P
Sb_ppm_MS_Fuse,"Antimony, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",161,MS_Fuse
Sb_ppm_MS_HF,"Antimony, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10501,MS_HF
Sb_ppm_MS_HF_UT,"Antimony, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Sb_ppm_MS_ST,"Antimony, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",391,MS_ST
Sb_ppm_NA_LC,"Antimony, in parts per million, by long count instrumental neutron activation",353,NA_LC
Sb_ppm_NA_SC,"Antimony, in parts per million, by short count instrumental neutron activation",61,NA_SC
Sb_ppm_WDX_PP,"Antimony, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy on pressed pellet samples",15,WDX_PP
Sc_ppm_AES_AR_P,"Scandium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",147,AES_AR_P
Sc_ppm_AES_Fuse,"Scandium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",352,AES_Fuse
Sc_ppm_AES_HF,"Scandium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",18579,AES_HF
Sc_ppm_AES_HF_UT,"Scandium, in parts per million, by ultratrace inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7090,AES_HF_UT
Sc_ppm_AES_ST,"Scandium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after Na2O2 sinter digestion",383,AES_ST
Sc_ppm_ES_SQ,"Scandium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1444,ES_SQ
Sc_ppm_MS_AR_UT_P,"Scandium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",52,MS_AR_UT_P
Sc_ppm_MS_HF,"Scandium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",433,MS_HF
Sc_ppm_NA_LC,"Scandium, in parts per million, by long count instrumental neutron activation",294,NA_LC
Sc_ppm_NA_SC,"Scandium, in parts per million, by short count instrumental neutron activation",8,NA_SC
Se_ppm_AA_GF_HF,"Selenium, in parts per million, by graphite furnace-atomic absorption spectrophotometry after multi-acid digestion with HF",103,AA_GF_HF
Se_ppm_AA_HG_Acid,"Selenium, in parts per million, by hydride generation-atomic absorption spectrophotometry after multi-acid digestion without HF",863,AA_HG_Acid
Se_ppm_AA_HG_HF,"Selenium, in parts per million, by hydride generation-atomic absorption spectrophotometry after multi-acid digestion with HF",294,AA_HG_HF
Se_ppm_AES_AR_P,"Selenium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",244,AES_AR_P
Se_ppm_AES_AZ_P,"Selenium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with H2O2-HCl leach and DIBK extract",70,AES_AZ_P
Se_ppm_EPMA,"Selenium, in parts per million, by electron probe microanalysis",318,EPMA
Se_ppm_ES_SQ,"Selenium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",10,ES_SQ
Se_ppm_LAMS,"Selenium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",352,LAMS
Se_ppm_MS_AR_P,"Selenium, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",94,MS_AR_P
Se_ppm_MS_AR_UT_P,"Selenium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",77,MS_AR_UT_P
Se_ppm_MS_HF,"Selenium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",9777,MS_HF
Se_ppm_MS_HF_UT,"Selenium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Se_ppm_MS_ST,"Selenium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",172,MS_ST
Se_ppm_NA_LC,"Selenium, in parts per million, by long count instrumental neutron activation",152,NA_LC
Se_ppm_WDX_PP,"Selenium, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy on pressed pellet samples",6,WDX_PP
Si_pct_AES_Fuse,"Silicon, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",797,AES_Fuse
Si_pct_AES_HF,"Silicon, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",784,AES_HF
Si_pct_AES_ST,"Silicon, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after Na2O2 sinter digestion",215,AES_ST
Si_pct_CM_Fuse,"Silicon, in weight percent, by colorimetric spectrophotometry after NaOH or LiBO2-Li2B4O7 fusion",10,CM_Fuse
Si_pct_DCP_Fuse,"Silicon, in weight percent, by direct current plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",109,DCP_Fuse
Si_pct_EPMA,"Silicon, in weight percent, by electron probe microanalysis",509,EPMA
Si_pct_ES_SQ,"Silicon, in weight percent, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",118,ES_SQ
Si_pct_LAMS,"Silicon, in weight percent,, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",54,LAMS
Si_pct_WDX_Fuse,"Silicon, in weight percent, by wavelength-dispersive X-ray fluorescence spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",1663,WDX_Fuse
Si_pct_WDX_PP,"Silicon, in weight percent, by wavelength-dispersive X-ray fluorescence spectroscopy on pressed pellet samples",106,WDX_PP
Sm_ppm_AES_HF,"Samarium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",1,AES_HF
Sm_ppm_EPMA,"Samarium, in parts per million, by electron probe microanalysis",11,EPMA
Sm_ppm_ES_SQ,"Samarium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",75,ES_SQ
Sm_ppm_LAMS,"Samarium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",798,LAMS
Sm_ppm_MS_Fuse,"Samarium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",485,MS_Fuse
Sm_ppm_MS_HF,"Samarium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",96,MS_HF
Sm_ppm_MS_ST,"Samarium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",383,MS_ST
Sm_ppm_MS_ST_REE,"Samarium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",307,MS_ST_REE
Sm_ppm_NA_LC,"Samarium, in parts per million, by long count instrumental neutron activation",161,NA_LC
Sm_ppm_NA_SC,"Samarium, in parts per million, by short count instrumental neutron activation",8,NA_SC
Sn_ppm_AA_F_Fuse,"Tin, in parts per million, by flame-atomic absorption spectrophotometry after LiBO2 fusion",8,AA_F_Fuse
Sn_ppm_AA_F_HF,"Tin, in parts per million, by flame-atomic absorption spectrophotometry after multi-acid digestion with HF",194,AA_F_HF
Sn_ppm_AES_HF,"Tin, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",1747,AES_HF
Sn_ppm_ES_SQ,"Tin, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1461,ES_SQ
Sn_ppm_MS_Fuse,"Tin, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",483,MS_Fuse
Sn_ppm_MS_HF,"Tin, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10060,MS_HF
Sn_ppm_MS_HF_UT,"Tin, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Sn_ppm_MS_ST,"Tin, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",391,MS_ST
Sn_ppm_MS_ST_REE,"Tin, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",1,MS_ST_REE
Sn_ppm_NA_LC,"Tin, in parts per million, by long count instrumental neutron activation",274,NA_LC
Sn_ppm_WDX_Fuse,"Tin, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",2,WDX_Fuse
SO3_pct_CB_IRC,"Sulfite, in weight percent, may actually be sulfur expressed as SO3, by combustion and infrared detector",38,CB_IRC
SO4_pct_CB_IRC,"Sulfate, in weight percent, by combustion and infrared detector, acid-soluble SO4 computed as total S less HCl-soluble S",25,CB_IRC
Sr_ppm_AA_F_Fuse,"Strontium, in parts per million, by flame-atomic absorption spectrophotometry after fusion",4,AA_F_Fuse
Sr_ppm_AES_AR_P,"Strontium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",287,AES_AR_P
Sr_ppm_AES_Fuse,"Strontium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",656,AES_Fuse
Sr_ppm_AES_HF,"Strontium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",19270,AES_HF
Sr_ppm_AES_HF_UT,"Strontium, in parts per million, by ultratrace inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,AES_HF_UT
Sr_ppm_AES_ST,"Strontium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after Na2O2 sinter digestion",401,AES_ST
Sr_ppm_EDX,"Strontium, in parts per million, by energy-dispersive X-ray fluorescence spectroscopy",508,EDX
Sr_ppm_EPMA,"Strontium, in parts per million, by electron probe microanalysis",111,EPMA
Sr_ppm_ES_SQ,"Strontium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1461,ES_SQ
Sr_ppm_LAMS,"Strontium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",705,LAMS
Sr_ppm_MS_AR_P,"Strontium, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",62,MS_AR_P
Sr_ppm_MS_AR_UT_P,"Strontium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",52,MS_AR_UT_P
Sr_ppm_MS_Fuse,"Strontium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",146,MS_Fuse
Sr_ppm_MS_HF,"Strontium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",184,MS_HF
Sr_ppm_MS_ST,"Strontium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",8,MS_ST
Sr_ppm_MS_ST_REE,"Strontium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",66,MS_ST_REE
Sr_ppm_NA_LC,"Strontium, in parts per million, by long count instrumental neutron activation",368,NA_LC
Sr_ppm_NA_SC,"Strontium, in parts per million, by short count instrumental neutron activation",5,NA_SC
Sr_ppm_WDX_Fuse,"Strontium, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",211,WDX_Fuse
Sred_pct_CP,"Reduced sulfur, in weight percent, calculated as the difference between SO4 calculated from total sulfur and SO4 analyzed directly by CB_IRC",25,CP
Ta_ppm_AES_Fuse,"Tantalum, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",140,AES_Fuse
Ta_ppm_AES_HF,"Tantalum, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",1860,AES_HF
Ta_ppm_ES_SQ,"Tantalum, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",108,ES_SQ
Ta_ppm_MS_Fuse,"Tantalum, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",493,MS_Fuse
Ta_ppm_MS_HF,"Tantalum, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",9684,MS_HF
Ta_ppm_MS_HF_UT,"Tantalum, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Ta_ppm_MS_ST,"Tantalum, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",383,MS_ST
Ta_ppm_NA_LC,"Tantalum, in parts per million, by long count instrumental neutron activation",219,NA_LC
Ta_ppm_NA_SC,"Tantalum, in parts per million, by short count instrumental neutron activation",8,NA_SC
Tb_ppm_AES_HF,"Terbium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",1,AES_HF
Tb_ppm_ES_SQ,"Terbium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",62,ES_SQ
Tb_ppm_LAMS,"Terbium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",798,LAMS
Tb_ppm_MS_Fuse,"Terbium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",476,MS_Fuse
Tb_ppm_MS_HF,"Terbium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",96,MS_HF
Tb_ppm_MS_ST,"Terbium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",383,MS_ST
Tb_ppm_MS_ST_REE,"Terbium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",307,MS_ST_REE
Tb_ppm_NA_LC,"Terbium, in parts per million, by long count instrumental neutron activation",161,NA_LC
Tb_ppm_NA_SC,"Terbium, in parts per million, by short count instrumental neutron activation",8,NA_SC
Te_ppm_AA_F_HBr,"Tellurium, in parts per million, by flame-atomic absorption spectrophotometry after HBr-Br2 digestion",228,AA_F_HBr
Te_ppm_AA_F_HF,"Tellurium, in parts per million, by flame-atomic absorption spectrophotometry after multi-acid digestion with HF",185,AA_F_HF
Te_ppm_AA_GF_HBr,"Tellurium, in parts per million, by graphite furnace-atomic absorption spectrophotometry after HBr-Br2 digestion",1048,AA_GF_HBr
Te_ppm_AA_GF_HF,"Tellurium, in parts per million, by graphite furnace-atomic absorption spectrophotometry after multi-acid digestion with HF and HBr-Br2",90,AA_GF_HF
Te_ppm_AA_HG_HF,"Tellurium, in parts per million, by hydride generation-atomic absorption spectrophotometry after multi-acid digestion with HF",233,AA_HG_HF
Te_ppm_AES_AR_P,"Tellurium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",74,AES_AR_P
Te_ppm_AES_AZ_P,"Tellurium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with H2O2-HCl leach and DIBK extract",70,AES_AZ_P
Te_ppm_EPMA,"Tellurium, in parts per million, by electron probe microanalysis",455,EPMA
Te_ppm_ES_SQ,"Tellurium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",118,ES_SQ
Te_ppm_LAMS,"Tellurium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",393,LAMS
Te_ppm_MS_AR_P,"Tellurium, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",271,MS_AR_P
Te_ppm_MS_AR_UT_P,"Tellurium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",79,MS_AR_UT_P
Te_ppm_MS_HF,"Tellurium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10299,MS_HF
Te_ppm_MS_HF_UT,"Tellurium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Te_ppm_MS_ST,"Tellurium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",223,MS_ST
Te_ppm_NA_LC,"Tellurium, in parts per million, by long count instrumental neutron activation",58,NA_LC
Te_ppm_WDX_PP,"Tellurium, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy on pressed pellet samples",10,WDX_PP
Th_ppm_AES_AR_P,"Thorium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",140,AES_AR_P
Th_ppm_AES_HF,"Thorium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",8580,AES_HF
Th_ppm_DN,"Thorium, in parts per million, by delayed neutron counting",391,DN
Th_ppm_EPMA,"Thorium, in parts per million, by electron probe microanalysis",65,EPMA
Th_ppm_ES_SQ,"Thorium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1309,ES_SQ
Th_ppm_LAMS,"Thorium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",705,LAMS
Th_ppm_MS_AR_P,"Thorium, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",62,MS_AR_P
Th_ppm_MS_AR_UT_P,"Thorium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",52,MS_AR_UT_P
Th_ppm_MS_Fuse,"Thorium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",485,MS_Fuse
Th_ppm_MS_HF,"Thorium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10327,MS_HF
Th_ppm_MS_HF_UT,"Thorium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Th_ppm_MS_ST,"Thorium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",391,MS_ST
Th_ppm_MS_ST_REE,"Thorium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",66,MS_ST_REE
Th_ppm_NA_LC,"Thorium, in parts per million, by long count instrumental neutron activation",164,NA_LC
Th_ppm_NA_SC,"Thorium, in parts per million, by short count instrumental neutron activation",8,NA_SC
Ti_pct_AES_AR_P,"Titanium, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",287,AES_AR_P
Ti_pct_AES_Fuse,"Titanium, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",797,AES_Fuse
Ti_pct_AES_HF,"Titanium, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",19268,AES_HF
Ti_pct_AES_HF_UT,"Titanium, in weight percent, by ultratrace inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7143,AES_HF_UT
Ti_pct_AES_ST,"Titanium, in weight percent, by inductively coupled plasma-atomic emission spectroscopy after Na2O2 sinter digestion",383,AES_ST
Ti_pct_DCP_Fuse,"Titanium, in weight percent, by direct current plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",109,DCP_Fuse
Ti_pct_EPMA,"Titanium, in weight percent, by electron probe microanalysis",58,EPMA
Ti_pct_ES_SQ,"Titanium, in weight percent, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1461,ES_SQ
